Date,Hotel_ID,ADR,Occupancy Rate,RevPAR,Available Rooms,Booked Rooms,Cancelations,No Shows,Deposits,Customer Type,Stay Length,Total Charges,Market Segment,Booking Channel,Special Requests,Meal Plan,Check-in Day of Week,Advance Booking Days,Revenue from Extras
2024-03-27,120,158.03,0.96,151.71,119,114,2,4,2895.51,Group,13,2054.39,Agent,Agent,3,Breakfast,Tue,9,190.0
2024-03-28,271,102.37,0.57,58.35,131,75,3,1,773.79,Leisure,2,204.74,Direct,Phone,3,None,Thu,51,88.5
2024-03-29,218,230.43,0.55,126.74,60,33,4,4,1824.21,Group,14,3226.02,Direct,Agent,3,Half-board,Tue,41,70.03
2024-03-30,228,121.92,0.55,67.06,91,50,6,3,4026.37,Leisure,7,853.44,Direct,Agent,3,Breakfast,Thu,48,147.3
2024-03-31,465,160.36,0.95,152.34,53,50,5,1,3388.61,Business,4,641.44,Online,Agent,3,None,Fri,53,36.67
2024-04-01,205,165.39,0.72,119.08,144,104,5,3,607.93,Group,7,1157.73,Online,Phone,4,Breakfast,Sat,3,128.14
2024-04-02,294,157.96,0.58,91.62,184,107,2,4,3064.44,Leisure,13,2053.48,Online,Phone,4,Breakfast,Mon,13,11.91
2024-04-03,325,52.07,0.8,41.66,114,91,1,2,1478.03,Business,12,624.84,Online,Phone,2,Half-board,Fri,55,145.11
2024-04-04,240,77.68,0.77,59.81,54,42,8,0,4890.87,Business,12,932.16,Agent,Agent,4,Half-board,Thu,14,154.84
2024-04-05,371,127.38,0.6,76.43,182,109,5,2,4026.59,Leisure,7,891.66,Agent,Phone,0,Half-board,Sat,55,26.41
2024-04-06,218,165.97,0.8,132.78,113,90,2,2,1075.59,Group,1,165.97,Direct,Phone,0,Half-board,Sun,7,176.7
2024-04-07,133,143.11,0.67,95.88,136,91,4,4,2234.96,Leisure,5,715.55,Direct,Website,4,None,Tue,57,18.16
2024-04-08,251,102.14,0.62,63.33,72,45,4,2,2704.86,Group,6,612.84,Direct,Website,3,None,Sun,25,149.07
2024-04-09,496,82.58,0.76,62.76,137,104,9,4,1320.67,Group,10,825.8,Online,Phone,2,None,Wed,38,182.98
2024-04-10,489,129.92,0.65,84.45,99,64,1,0,3669.28,Business,2,259.84,Agent,Website,2,Half-board,Mon,57,129.02
2024-04-11,138,126.58,0.61,77.21,76,46,9,4,4286.2,Business,2,253.16,Direct,Website,4,Breakfast,Sun,15,113.43
2024-04-12,357,175.64,0.94,165.1,168,158,4,3,520.09,Group,4,702.56,Agent,Agent,1,Breakfast,Mon,58,143.97
2024-04-13,366,133.68,0.58,77.53,106,61,6,4,1099.51,Group,13,1737.84,Online,Website,4,None,Tue,38,44.32
2024-04-14,106,180.14,0.64,115.29,189,121,2,3,1775.58,Group,9,1621.26,Online,Agent,3,Half-board,Wed,0,60.38
2024-04-15,481,120.27,0.69,82.99,180,124,3,2,4928.5,Group,3,360.81,Direct,Website,3,None,Mon,36,166.7
2024-04-16,362,137.2,0.64,87.81,62,40,3,2,2320.38,Group,1,137.2,Online,Website,4,Half-board,Wed,3,18.1
2024-04-17,202,132.6,0.61,80.89,52,32,9,3,1266.13,Leisure,6,795.6,Direct,Phone,1,Half-board,Tue,54,117.47
2024-04-18,431,110.88,0.89,98.68,141,125,4,2,1044.17,Leisure,6,665.28,Agent,Agent,3,Half-board,Thu,40,177.1
2024-04-19,470,181.26,0.66,119.63,167,110,9,1,4556.1,Leisure,2,362.52,Agent,Agent,0,Half-board,Thu,35,16.4
2024-04-20,441,109.32,0.56,61.22,171,96,7,0,4146.1,Group,9,983.88,Direct,Website,0,Half-board,Fri,10,34.0
2024-04-21,482,123.92,0.77,95.42,171,132,5,4,3286.85,Leisure,6,743.52,Direct,Website,0,Breakfast,Thu,5,20.7
2024-04-22,470,146.34,0.56,81.95,85,48,2,0,2928.63,Group,4,585.36,Online,Phone,0,Breakfast,Mon,12,21.31
2024-04-23,278,85.13,0.68,57.89,178,121,0,2,3997.19,Business,10,851.3,Direct,Agent,3,Half-board,Sat,30,160.48
2024-04-24,407,133.75,0.94,125.72,111,104,0,0,1931.68,Group,14,1872.5,Direct,Agent,2,Breakfast,Tue,52,125.13
2024-04-25,358,114.43,0.68,77.81,127,86,3,1,3379.35,Business,9,1029.87,Online,Agent,3,Breakfast,Mon,41,44.74
2024-04-26,432,130.59,0.82,107.08,151,124,7,1,3815.8,Business,14,1828.26,Online,Phone,2,Breakfast,Sat,3,86.16
2024-04-27,257,147.0,0.76,111.72,196,149,9,4,3090.42,Business,6,882.0,Agent,Phone,1,Breakfast,Fri,43,115.35
2024-04-28,109,110.0,0.57,62.7,60,34,3,2,1259.29,Leisure,9,990.0,Agent,Website,1,None,Thu,50,139.71
2024-04-29,215,139.0,0.82,113.98,69,57,1,2,4936.57,Group,3,417.0,Online,Website,3,Breakfast,Tue,57,71.72
2024-04-30,489,215.43,0.93,200.35,59,55,3,1,4150.38,Group,14,3016.02,Agent,Phone,2,Half-board,Sat,15,71.93
2024-05-01,216,148.71,0.55,81.79,162,89,6,3,2707.82,Leisure,6,892.26,Agent,Agent,3,None,Tue,14,78.36
2024-05-02,281,207.26,0.88,182.39,172,151,7,0,3289.87,Group,2,414.52,Agent,Phone,3,Half-board,Sun,49,32.51
2024-05-03,335,167.32,0.85,142.22,62,53,4,1,3920.34,Business,3,501.96,Agent,Website,2,None,Sat,43,8.39
2024-05-04,293,188.71,0.93,175.5,152,141,2,0,2563.63,Group,2,377.42,Online,Agent,4,None,Wed,55,124.03
2024-05-05,399,111.28,0.55,61.2,119,65,0,4,3826.02,Leisure,7,778.96,Online,Phone,1,None,Sun,0,92.02
2024-05-06,179,155.25,0.65,100.91,136,88,2,1,3978.18,Leisure,11,1707.75,Online,Website,1,Half-board,Wed,45,56.59
2024-05-07,162,156.7,0.85,133.2,112,95,1,4,2565.53,Group,9,1410.3,Agent,Agent,1,None,Tue,19,89.68
2024-05-08,432,119.37,0.51,60.88,62,32,0,3,1344.96,Group,12,1432.44,Direct,Website,1,None,Thu,27,18.98
2024-05-09,147,108.86,0.87,94.71,116,101,9,3,3189.95,Leisure,11,1197.46,Agent,Website,1,Breakfast,Sun,55,77.2
2024-05-10,176,75.49,0.93,70.21,109,101,6,2,2994.3,Leisure,10,754.9,Direct,Phone,3,Breakfast,Fri,24,123.57
2024-05-11,249,224.81,0.73,164.11,178,130,3,4,2752.22,Business,13,2922.53,Online,Agent,3,Half-board,Fri,51,186.23
2024-05-12,220,101.38,0.72,72.99,74,53,3,1,763.62,Leisure,13,1317.94,Online,Agent,3,Breakfast,Sat,48,99.66
2024-05-13,374,217.31,0.64,139.08,156,100,6,0,3999.03,Business,3,651.93,Online,Phone,4,Half-board,Sun,58,49.11
2024-05-14,445,126.63,0.5,63.32,182,91,6,0,2924.19,Group,9,1139.67,Direct,Phone,4,Half-board,Mon,40,88.96
2024-05-15,113,106.88,0.59,63.06,196,116,5,4,2437.93,Group,14,1496.32,Agent,Phone,4,None,Mon,40,42.99
2024-05-16,322,181.13,0.99,179.32,95,94,3,1,4167.01,Group,14,2535.82,Direct,Website,2,None,Sat,13,181.6
2024-05-17,192,118.44,0.93,110.15,122,113,9,2,1385.98,Leisure,11,1302.84,Online,Website,0,None,Wed,20,186.16
2024-05-18,336,178.42,0.63,112.4,194,122,4,3,1722.57,Business,4,713.68,Online,Website,3,Half-board,Mon,23,10.47
2024-05-19,205,133.36,0.98,130.69,136,133,0,3,3378.77,Group,8,1066.88,Online,Phone,3,Half-board,Tue,17,149.48
2024-05-20,313,174.02,0.68,118.33,156,106,9,2,2255.26,Group,10,1740.2,Direct,Website,2,None,Tue,55,87.84
2024-05-21,106,101.59,0.65,66.03,129,84,8,1,1863.81,Leisure,13,1320.67,Direct,Agent,2,Breakfast,Mon,33,165.12
2024-05-22,200,191.57,0.58,111.11,177,103,0,0,1645.77,Business,2,383.14,Agent,Agent,1,None,Sun,18,118.05
2024-05-23,148,174.4,0.95,165.68,70,66,1,0,2685.79,Business,7,1220.8,Online,Website,2,Breakfast,Tue,36,62.5
2024-05-24,140,104.02,0.99,102.98,98,97,4,0,3989.92,Business,2,208.04,Online,Agent,2,Breakfast,Fri,39,5.11
2024-05-25,258,282.15,0.66,186.22,137,90,9,1,4123.97,Business,3,846.45,Direct,Agent,1,None,Sat,58,176.03
2024-05-26,489,177.01,0.85,150.46,116,99,0,1,4057.56,Leisure,9,1593.09,Direct,Website,4,None,Thu,41,118.93
2024-05-27,243,264.52,0.67,177.23,98,66,9,4,4485.4,Group,2,529.04,Online,Website,1,None,Tue,30,59.61
2024-05-28,137,230.01,0.55,126.51,189,104,4,4,728.34,Leisure,9,2070.09,Direct,Website,1,None,Fri,2,22.94
2024-05-29,159,140.56,0.7,98.39,193,135,4,2,4919.98,Business,4,562.24,Agent,Phone,1,None,Sat,35,110.99
2024-05-30,213,129.39,0.78,100.92,161,126,2,2,2419.08,Group,6,776.34,Online,Agent,2,Half-board,Fri,36,140.25
2024-05-31,195,129.83,0.56,72.7,177,99,8,0,1368.42,Group,12,1557.96,Direct,Agent,0,None,Sat,55,124.22
2024-06-01,452,58.5,0.91,53.24,183,167,2,1,4865.1,Business,14,819.0,Online,Website,2,Breakfast,Tue,19,3.31
2024-06-02,308,115.21,0.75,86.41,72,54,1,4,4213.32,Leisure,14,1612.94,Agent,Website,3,Half-board,Fri,8,178.07
2024-06-03,388,162.34,0.62,100.65,104,64,5,0,4683.76,Group,1,162.34,Agent,Phone,4,None,Sat,50,87.03
2024-06-04,162,226.3,0.8,181.04,101,81,7,4,2854.19,Group,8,1810.4,Online,Phone,0,None,Thu,23,14.44
2024-06-05,494,111.36,0.9,100.22,190,171,5,1,3864.84,Business,11,1224.96,Direct,Agent,3,None,Mon,43,142.24
2024-06-06,496,194.1,0.66,128.11,94,62,4,1,2837.59,Leisure,3,582.3,Online,Website,2,Breakfast,Sun,2,94.47
2024-06-07,193,87.37,0.85,74.26,108,92,6,2,2927.53,Business,11,961.07,Online,Agent,0,Breakfast,Wed,7,77.08
2024-06-08,420,120.68,0.71,85.68,174,124,5,1,4781.75,Business,5,603.4,Direct,Agent,4,Breakfast,Fri,20,110.4
2024-06-09,446,127.12,0.98,124.58,70,69,3,1,3822.61,Business,4,508.48,Online,Website,1,None,Wed,50,65.35
2024-06-10,250,168.59,0.89,150.05,113,101,8,0,3050.5,Business,7,1180.13,Online,Website,1,Breakfast,Mon,7,47.66
2024-06-11,489,172.87,0.68,117.55,147,100,9,1,2267.31,Group,4,691.48,Agent,Agent,3,Breakfast,Thu,51,181.53
2024-06-12,392,198.12,0.51,101.04,125,64,7,3,1239.47,Business,14,2773.68,Agent,Agent,2,Breakfast,Wed,56,160.91
2024-06-13,183,188.54,0.83,156.49,96,80,0,0,1020.79,Business,2,377.08,Direct,Phone,2,Half-board,Sun,56,66.59
2024-06-14,227,162.16,0.6,97.3,144,86,5,2,1848.5,Leisure,9,1459.44,Agent,Phone,4,Half-board,Tue,48,58.06
2024-06-15,361,169.52,0.56,94.93,160,90,8,0,3617.62,Leisure,13,2203.76,Direct,Website,2,Half-board,Fri,59,151.16
2024-06-16,448,229.43,0.97,222.55,61,59,6,0,1361.99,Group,14,3212.02,Direct,Agent,4,Half-board,Sun,10,154.45
2024-06-17,254,124.45,1.0,124.45,145,145,6,1,1091.58,Group,7,871.15,Direct,Phone,3,Breakfast,Sat,54,1.22
2024-06-18,341,188.74,0.63,118.91,84,53,9,0,849.91,Business,5,943.7,Online,Website,0,Half-board,Sat,16,170.24
2024-06-19,183,59.59,0.65,38.73,91,59,5,4,4308.12,Leisure,7,417.13,Agent,Agent,3,None,Fri,0,89.4
2024-06-20,496,170.57,0.58,98.93,199,115,7,3,1585.35,Leisure,2,341.14,Direct,Website,3,Half-board,Fri,3,19.35
2024-06-21,235,125.84,0.73,91.86,141,103,9,4,1403.83,Leisure,1,125.84,Direct,Website,1,Breakfast,Mon,39,124.14
2024-06-22,280,150.13,0.93,139.62,131,122,1,2,2258.84,Business,3,450.39,Online,Agent,2,Breakfast,Sun,15,64.16
2024-06-23,180,202.0,0.85,171.7,107,91,0,3,3332.69,Leisure,2,404.0,Agent,Phone,4,Breakfast,Thu,31,185.82
2024-06-24,100,158.23,0.92,145.57,184,169,0,1,3138.17,Group,3,474.69,Agent,Website,1,None,Tue,0,160.76
2024-06-25,315,194.26,0.61,118.5,189,115,2,3,4656.46,Group,3,582.78,Agent,Agent,2,Breakfast,Sat,42,33.59
2024-06-26,307,223.69,0.87,194.61,162,141,5,1,3568.87,Business,6,1342.14,Agent,Agent,1,Half-board,Mon,40,154.72
2024-06-27,430,169.45,0.96,162.67,160,154,8,0,3028.87,Business,6,1016.7,Agent,Phone,0,None,Tue,43,50.65
2024-06-28,352,208.55,0.64,133.47,197,126,0,1,3702.19,Business,3,625.65,Agent,Website,2,Half-board,Mon,41,57.52
2024-06-29,231,133.67,0.85,113.62,57,48,6,2,3486.76,Business,3,401.01,Online,Phone,0,Breakfast,Sun,47,196.77
2024-06-30,161,149.59,0.7,104.71,107,75,3,4,3953.65,Leisure,6,897.54,Online,Phone,0,Breakfast,Thu,37,22.99
2024-07-01,423,123.87,0.65,80.52,194,126,7,3,3075.92,Group,4,495.48,Online,Website,2,Half-board,Sun,12,148.92
2024-07-02,244,202.15,0.98,198.11,120,118,5,4,4132.81,Leisure,6,1212.9,Agent,Agent,0,None,Sat,20,149.0
2024-07-03,468,170.7,0.67,114.37,60,40,0,4,4550.26,Leisure,6,1024.2,Agent,Website,4,Breakfast,Tue,42,41.88
2024-07-04,184,124.64,0.55,68.55,91,50,3,4,3634.15,Group,2,249.28,Agent,Phone,4,Breakfast,Mon,32,176.47
2024-07-05,216,157.73,0.69,108.83,124,86,7,4,2109.29,Leisure,6,946.38,Online,Agent,3,Half-board,Fri,30,17.82
2024-07-06,329,202.08,0.72,145.5,124,89,4,0,1759.9,Business,5,1010.4,Agent,Agent,1,Breakfast,Fri,57,143.37
2024-07-07,355,148.04,0.88,130.28,131,115,6,2,3367.34,Leisure,1,148.04,Agent,Phone,3,Half-board,Tue,41,0.07
2024-07-08,412,102.55,0.97,99.47,149,145,8,2,3341.43,Business,12,1230.6,Agent,Agent,1,None,Wed,20,142.18
2024-07-09,418,156.6,0.91,142.51,111,101,2,1,607.6,Leisure,2,313.2,Direct,Website,4,Breakfast,Sun,12,123.71
2024-07-10,148,50.97,0.97,49.44,131,127,1,1,3861.99,Business,11,560.67,Direct,Website,4,Half-board,Wed,10,75.79
2024-07-11,245,188.44,0.74,139.45,163,121,2,1,1498.44,Business,4,753.76,Agent,Agent,4,None,Sat,7,130.01
2024-07-12,473,128.93,0.86,110.88,75,64,8,2,745.21,Leisure,9,1160.37,Online,Phone,0,Half-board,Sat,11,133.28
2024-07-13,109,126.53,0.65,82.24,161,105,3,2,1189.4,Group,11,1391.83,Agent,Phone,0,None,Sun,5,122.45
2024-07-14,290,193.78,0.53,102.7,189,100,6,2,3455.51,Group,2,387.56,Online,Phone,0,Half-board,Thu,6,40.31
2024-07-15,179,81.74,0.68,55.58,142,97,1,1,2853.75,Leisure,12,980.88,Direct,Phone,2,None,Sat,41,61.58
2024-07-16,330,247.35,0.85,210.25,66,56,7,0,4311.22,Leisure,3,742.05,Direct,Agent,0,Half-board,Fri,42,174.9
2024-07-17,306,125.99,0.64,80.63,173,111,9,4,978.14,Business,4,503.96,Agent,Phone,2,Half-board,Sat,27,167.1
2024-07-18,488,123.84,0.93,115.17,192,179,3,2,4232.82,Leisure,11,1362.24,Direct,Phone,0,Breakfast,Tue,44,67.3
2024-07-19,328,201.06,0.9,180.95,115,104,0,2,3429.13,Group,8,1608.48,Agent,Agent,2,Breakfast,Fri,25,197.69
2024-07-20,427,185.43,0.6,111.26,72,43,5,3,1467.18,Leisure,3,556.29,Agent,Agent,2,Half-board,Sat,36,189.38
2024-07-21,418,272.56,0.67,182.62,110,74,9,2,3816.08,Leisure,3,817.68,Online,Agent,3,None,Sat,56,142.45
2024-07-22,379,139.44,0.91,126.89,176,160,8,4,3836.0,Group,4,557.76,Online,Website,3,Breakfast,Fri,4,41.18
2024-07-23,447,143.98,0.62,89.27,78,48,7,1,986.01,Group,13,1871.74,Direct,Website,0,None,Sun,43,46.28
2024-07-24,466,76.03,0.67,50.94,174,117,5,3,1699.01,Group,1,76.03,Direct,Phone,3,Breakfast,Wed,48,95.42
2024-07-25,107,133.39,0.67,89.37,133,89,6,4,3374.89,Group,14,1867.46,Agent,Website,2,None,Tue,4,14.97
2024-07-26,378,113.93,0.9,102.54,146,131,8,0,2212.59,Leisure,7,797.51,Agent,Website,0,None,Wed,43,179.61
2024-07-27,454,127.56,0.52,66.33,156,81,3,4,3943.6,Leisure,6,765.36,Direct,Phone,2,Half-board,Mon,37,81.64
2024-07-28,258,62.79,0.54,33.91,93,50,9,2,2912.19,Business,6,376.74,Online,Phone,1,Breakfast,Mon,5,71.41
2024-07-29,346,233.03,0.79,184.09,118,93,6,1,4356.49,Group,12,2796.36,Online,Website,0,Breakfast,Wed,8,90.67
2024-07-30,180,79.17,0.7,55.42,143,100,0,4,999.62,Leisure,2,158.34,Direct,Agent,4,Breakfast,Wed,14,184.59
2024-07-31,255,9.89,0.82,8.11,76,62,9,3,3801.86,Leisure,7,69.23,Direct,Website,1,None,Thu,22,182.19
2024-08-01,147,90.58,0.63,57.07,134,84,5,4,2590.88,Group,14,1268.12,Direct,Website,2,None,Tue,24,51.3
2024-08-02,214,119.81,0.95,113.82,97,92,1,3,2837.26,Group,9,1078.29,Direct,Agent,3,Breakfast,Tue,57,109.81
2024-08-03,111,92.52,0.88,81.42,107,94,9,3,1778.21,Leisure,1,92.52,Direct,Phone,0,Half-board,Tue,11,86.53
2024-08-04,434,204.92,0.53,108.61,91,48,3,4,1710.78,Leisure,7,1434.44,Agent,Agent,0,Half-board,Sun,11,9.18
2024-08-05,386,143.11,0.89,127.37,190,169,0,3,1354.12,Leisure,3,429.33,Direct,Phone,0,Half-board,Sun,36,104.92
2024-08-06,190,151.27,0.98,148.24,138,135,3,1,2180.06,Leisure,6,907.62,Agent,Agent,3,Half-board,Wed,54,153.51
2024-08-07,390,180.52,0.97,175.1,160,155,2,2,1575.45,Leisure,2,361.04,Direct,Website,0,None,Sun,9,154.57
2024-08-08,154,164.3,0.87,142.94,89,77,1,0,1353.78,Group,4,657.2,Agent,Website,1,Half-board,Sun,47,146.79
2024-08-09,437,198.93,0.56,111.4,95,53,1,4,4828.08,Group,11,2188.23,Direct,Phone,3,Half-board,Sat,52,40.68
2024-08-10,263,94.53,0.79,74.68,144,114,1,3,2513.36,Business,8,756.24,Agent,Agent,3,Half-board,Fri,39,14.64
2024-08-11,171,122.62,0.64,78.48,110,70,7,2,3551.55,Group,14,1716.68,Online,Agent,4,None,Thu,0,33.81
2024-08-12,465,183.3,0.99,181.47,170,168,8,3,2183.67,Business,8,1466.4,Agent,Website,3,None,Wed,5,1.98
2024-08-13,415,23.27,0.86,20.01,113,97,4,2,3064.07,Leisure,8,186.16,Online,Phone,1,None,Wed,15,151.16
2024-08-14,212,81.24,0.81,65.8,103,83,2,4,2746.41,Leisure,10,812.4,Online,Agent,0,Half-board,Fri,53,40.91
2024-08-15,168,175.05,0.85,148.79,76,65,3,3,3257.1,Group,10,1750.5,Direct,Website,3,Half-board,Tue,23,87.09
2024-08-16,113,125.99,0.72,90.71,118,85,8,0,3752.28,Group,9,1133.91,Agent,Phone,3,Breakfast,Sun,18,18.52
2024-08-17,201,196.81,0.69,135.8,93,64,7,0,3487.59,Leisure,10,1968.1,Direct,Agent,0,None,Sun,57,107.67
2024-08-18,375,190.46,0.97,184.75,187,181,1,4,3929.47,Leisure,13,2475.98,Direct,Website,3,None,Tue,53,81.69
2024-08-19,463,90.1,0.67,60.37,120,80,9,3,1158.37,Leisure,10,901.0,Direct,Agent,2,Breakfast,Mon,54,54.63
2024-08-20,364,170.33,0.52,88.57,55,29,8,4,923.14,Leisure,7,1192.31,Direct,Phone,1,Breakfast,Tue,9,190.01
2024-08-21,452,210.08,0.7,147.06,51,36,6,2,2025.05,Group,5,1050.4,Online,Website,4,Half-board,Sun,22,62.08
2024-08-22,309,157.37,0.9,141.63,174,157,9,4,2668.23,Leisure,3,472.11,Online,Website,2,None,Tue,41,133.93
2024-08-23,297,101.13,0.82,82.93,136,112,8,0,1509.81,Group,8,809.04,Agent,Website,1,Half-board,Thu,17,192.76
2024-08-24,480,193.97,0.98,190.09,76,74,0,1,3979.51,Business,12,2327.64,Online,Phone,3,Half-board,Wed,16,139.6
2024-08-25,200,181.77,0.55,99.97,143,79,3,3,3738.0,Leisure,12,2181.24,Agent,Website,2,None,Tue,58,137.48
2024-08-26,485,177.13,0.96,170.04,183,176,1,1,4611.11,Leisure,13,2302.69,Online,Website,1,Breakfast,Sun,21,156.68
2024-08-27,353,185.8,0.68,126.34,194,132,1,0,3780.32,Business,1,185.8,Direct,Phone,2,None,Mon,43,129.99
2024-08-28,257,0.27,0.74,0.2,94,70,1,1,982.15,Group,8,2.16,Online,Website,1,None,Sun,50,81.83
2024-08-29,489,194.05,0.71,137.78,76,54,2,2,3492.48,Business,4,776.2,Agent,Phone,0,None,Mon,55,46.8
2024-08-30,330,240.41,0.56,134.63,128,72,2,1,2354.27,Business,10,2404.1,Direct,Agent,2,Half-board,Fri,33,191.33
2024-08-31,250,171.83,0.62,106.53,138,86,4,4,1668.27,Leisure,4,687.32,Agent,Phone,0,None,Fri,21,129.15
2024-09-01,130,159.64,0.87,138.89,186,162,2,0,3208.78,Group,3,478.92,Direct,Phone,3,None,Thu,10,1.39
2024-09-02,355,184.82,0.51,94.26,69,35,9,3,1859.86,Leisure,10,1848.2,Agent,Website,3,None,Mon,49,75.2
2024-09-03,119,166.91,0.57,95.14,169,96,9,0,2888.85,Leisure,11,1836.01,Agent,Agent,2,Breakfast,Fri,15,8.24
2024-09-04,360,182.59,0.51,93.12,109,56,9,4,3091.9,Group,8,1460.72,Direct,Phone,0,Half-board,Wed,48,171.45
2024-09-05,248,150.07,0.93,139.57,125,116,7,0,2880.8,Leisure,6,900.42,Agent,Phone,1,Half-board,Tue,24,44.15
2024-09-06,462,111.66,0.81,90.44,71,58,4,1,548.09,Leisure,12,1339.92,Direct,Phone,3,Breakfast,Sun,31,107.82
2024-09-07,174,99.78,0.58,57.87,107,62,0,1,2069.33,Leisure,9,898.02,Online,Website,1,Breakfast,Sun,36,40.13
2024-09-08,223,100.09,0.88,88.08,103,91,7,2,4057.08,Business,2,200.18,Agent,Agent,0,None,Tue,20,127.68
2024-09-09,314,81.35,0.98,79.72,162,159,7,4,2061.03,Group,14,1138.9,Direct,Agent,1,None,Tue,52,130.38
2024-09-10,416,96.61,0.97,93.71,171,166,4,4,2792.21,Group,11,1062.71,Agent,Website,3,Breakfast,Tue,52,152.95
2024-09-11,329,238.06,0.96,228.54,132,127,1,3,2059.84,Group,13,3094.78,Direct,Phone,3,None,Wed,58,105.16
2024-09-12,350,187.7,0.5,93.85,182,91,6,3,1396.57,Leisure,3,563.1,Online,Agent,3,None,Fri,35,166.51
2024-09-13,193,118.75,0.79,93.81,175,138,8,3,1398.89,Leisure,5,593.75,Agent,Website,3,None,Sat,6,152.38
2024-09-14,269,130.48,0.63,82.2,197,124,0,4,3869.87,Group,13,1696.24,Direct,Phone,4,None,Mon,43,103.35
2024-09-15,140,155.63,0.78,121.39,141,110,4,2,3325.79,Business,1,155.63,Agent,Agent,2,Half-board,Sun,19,170.47
2024-09-16,288,117.22,0.66,77.37,185,122,5,3,4694.26,Group,13,1523.86,Direct,Phone,4,Breakfast,Mon,12,24.54
2024-09-17,309,153.38,0.58,88.96,162,94,8,1,2394.52,Group,2,306.76,Direct,Website,4,Breakfast,Thu,52,28.05
2024-09-18,279,188.88,0.72,135.99,167,120,6,3,3364.55,Leisure,4,755.52,Direct,Website,3,Half-board,Sat,31,197.98
2024-09-19,396,148.21,0.75,111.16,148,111,0,3,2608.43,Leisure,3,444.63,Agent,Phone,3,Breakfast,Sat,2,26.16
2024-09-20,159,166.8,0.99,165.13,138,137,0,4,2632.72,Leisure,6,1000.8,Agent,Website,2,Half-board,Sun,24,126.14
2024-09-21,129,194.32,0.52,101.05,107,56,7,0,4343.39,Business,2,388.64,Agent,Phone,4,None,Thu,43,127.8
2024-09-22,325,136.39,0.65,88.65,119,77,1,0,2544.36,Leisure,13,1773.07,Direct,Website,0,Half-board,Fri,1,77.42
2024-09-23,194,164.24,0.93,152.74,94,87,9,1,4676.75,Business,10,1642.4,Direct,Website,1,Breakfast,Thu,29,87.13
2024-09-24,338,134.53,0.83,111.66,63,52,0,3,3292.28,Group,2,269.06,Online,Website,1,Half-board,Sat,30,103.4
2024-09-25,265,148.57,0.91,135.2,50,46,5,1,884.41,Leisure,9,1337.13,Agent,Phone,3,None,Thu,26,95.34
2024-09-26,482,133.76,0.83,111.02,163,135,8,1,805.92,Group,5,668.8,Online,Agent,4,None,Thu,5,126.09
